==767053== NVPROF is profiling process 767053, command: exe/linux_inference -gpu 0 -model mobilenetv3
==767053== Profiling application: exe/linux_inference -gpu 0 -model mobilenetv3
==767053== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",1.084974,0.082304,10,8.230000,5.728000,0.010720,"void at::native::reduce_kernel<int=512, int=1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, int=4>>(float)"
"GPU activities",0.907801,0.068864,9,7.651000,5.728000,0.009408,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>, OffsetCalculator<int=2, unsigned int, bool=0>, OffsetCalculator<int=1, unsigned int, bool=0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, float, float, float, at::native::MulFunctor<float>, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>)"
"GPU activities",0.903569,0.068543,14,4.895000,1.472000,0.038751,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_83_GLOBAL__N__59_tmpxft_000083ec_00000000_9_TensorCompare_compute_70_cpp1_ii_d0af11f728clamp_min_scalar_kernel_implERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
"GPU activities",0.725144,0.055008,3,18.336000,16.704000,0.021216,"volta_scudnn_128x128_relu_interior_nn_v1"
"GPU activities",0.580452,0.044032,1,44.032000,44.032000,0.044032,"volta_scudnn_128x32_relu_small_nn_v1"
"GPU activities",0.310475,0.023552,1,23.552000,23.552000,0.023552,"volta_sgemm_64x32_sliced1x4_tn"
"GPU activities",0.301616,0.022880,13,1.760000,1.472000,0.001824,"cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)"
"GPU activities",0.215560,0.016352,9,1.816000,1.664000,0.002272,"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_80_GLOBAL__N__56_tmpxft_000080e3_00000000_9_Activation_compute_70_cpp1_ii_ec99c53b18hardsigmoid_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_"
"GPU activities",0.210077,0.015936,6,2.656000,2.208000,0.003840,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float)"
"GPU activities",0.181813,0.013792,1,13.792000,13.792000,0.013792,"volta_scudnn_128x32_relu_interior_nn_v1"
"GPU activities",0.172098,0.013055,1,13.055000,13.055000,0.013055,"volta_sgemm_128x32_tn"
"GPU activities",0.127396,0.009664,2,4.832000,4.064000,0.005600,"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE1_clEvENKUlvE6_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjLb0EESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_"
"GPU activities",0.101664,0.007712,4,1.928000,1.536000,0.002912,"[CUDA memset]"
"GPU activities",0.069182,0.005248,2,2.624000,2.368000,0.002880,"void splitKreduce_kernel<float, float, float>(cublasSplitKParams<float>, float const *, float const *, float*, float const *, float const *)"
"API calls",99.296946,8538.806001,32,266837.687000,4.479000,8523.780418,"cudaMalloc"
"API calls",0.414908,35.679025,194,183.912000,0.117000,16.547529,"cuDeviceGetAttribute"
"API calls",0.142876,12.286269,264,46.538000,3.380000,3.730929,"cudaMemcpyAsync"
"API calls",0.033134,2.849321,2,1424.660000,1396.699000,1.452622,"cuDeviceTotalMem"
"API calls",0.024398,2.098059,190,11.042000,5.256000,0.049653,"cudaLaunchKernel"
"API calls",0.022854,1.965236,4,491.309000,140.609000,1.539060,"cudaGetDeviceProperties"
"API calls",0.020486,1.761606,245,7.190000,4.821000,0.080695,"cudaStreamSynchronize"
"API calls",0.015949,1.371520,4089,0.335000,0.224000,0.013123,"cudaGetDevice"
"API calls",0.014571,1.253018,1,1253.018000,1253.018000,1.253018,"cudaHostAlloc"
"API calls",0.004524,0.389039,338,1.151000,0.368000,0.010166,"cudaFuncSetAttribute"
"API calls",0.002275,0.195635,8,24.454000,1.831000,0.147131,"cudaStreamCreateWithFlags"
"API calls",0.001261,0.108400,2,54.200000,23.560000,0.084840,"cuDeviceGetName"
"API calls",0.001254,0.107830,4,26.957000,14.566000,0.059364,"cudaMemsetAsync"
"API calls",0.001195,0.102745,77,1.334000,0.898000,0.008280,"cudaEventRecord"
"API calls",0.001062,0.091289,28,3.260000,2.144000,0.008511,"cudaBindTexture"
"API calls",0.000430,0.037016,210,0.176000,0.101000,0.005108,"cudaGetLastError"
"API calls",0.000423,0.036351,48,0.757000,0.406000,0.008254,"cudaEventCreateWithFlags"
"API calls",0.000383,0.032920,2,16.460000,14.146000,0.018774,"cudaMemcpy"
"API calls",0.000345,0.029670,28,1.059000,0.706000,0.008616,"cudaUnbindTexture"
"API calls",0.000164,0.014066,40,0.351000,0.233000,0.001229,"cudaDeviceGetAttribute"
"API calls",0.000130,0.011194,2,5.597000,3.075000,0.008119,"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags"
"API calls",0.000090,0.007740,4,1.935000,1.408000,0.003066,"cudaStreamCreateWithPriority"
"API calls",0.000080,0.006860,2,3.430000,3.271000,0.003589,"cudaEventQuery"
"API calls",0.000077,0.006622,4,1.655000,1.180000,0.002309,"cuDeviceGetPCIBusId"
"API calls",0.000049,0.004198,7,0.599000,0.346000,0.000894,"cudaFree"
"API calls",0.000042,0.003637,3,1.212000,0.385000,0.002508,"cudaSetDevice"
"API calls",0.000026,0.002199,4,0.549000,0.145000,0.001013,"cuDeviceGet"
"API calls",0.000021,0.001829,1,1.829000,1.829000,0.001829,"cudaHostGetDevicePointer"
"API calls",0.000016,0.001350,4,0.337000,0.123000,0.000643,"cudaGetDeviceCount"
"API calls",0.000015,0.001298,1,1.298000,1.298000,0.001298,"cudaDeviceGetStreamPriorityRange"
"API calls",0.000012,0.001021,3,0.340000,0.172000,0.000432,"cuDeviceGetCount"
"API calls",0.000005,0.000461,2,0.230000,0.197000,0.000264,"cuDeviceGetUuid"

==767053== System profiling result:
"","Device","Count","Avg","Min","Max"
"SM Clock (MHz)","Quadro RTX 8000 (0)",88,1382.556818,300.000000,1395.000000
"Memory Clock (MHz)","Quadro RTX 8000 (0)",88,6430.738636,405.000000,6500.000000
"Temperature (C)","Quadro RTX 8000 (0)",175,43.651429,42.000000,44.000000
"Power (mW)","Quadro RTX 8000 (0)",174,62565.080460,27391.000000,64156.000000
"Fan (%)","Quadro RTX 8000 (0)",87,33.000000,33.000000,33.000000
"SM Clock (MHz)","Quadro RTX 8000 (1)",88,300.000000,300.000000,300.000000
"Memory Clock (MHz)","Quadro RTX 8000 (1)",88,405.000000,405.000000,405.000000
"Temperature (C)","Quadro RTX 8000 (1)",175,45.000000,45.000000,45.000000
"Power (mW)","Quadro RTX 8000 (1)",174,30330.660920,30080.000000,30593.000000
"Fan (%)","Quadro RTX 8000 (1)",87,33.000000,33.000000,33.000000
==767053== Warning: Some profiling data are not recorded. Make sure cudaProfilerStop() or cuProfilerStop() is called before application exit to flush profile data.
